序号,类别,名称,控件ID,行,列,x_mm,y_mm,形状,半径_mm,宽度_mm,高度_mm,备注
1062,界面控件,R41_液体类型,svg-slide-r41-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1063,界面控件,R41_Z-Travel安全移动高度,svg-slide-r41-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1064,界面控件,R41_Z-Start探液高度,svg-slide-r41-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1065,界面控件,R41_Z-End针尖最大下降深度,svg-slide-r41-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1066,界面控件,R41_Z-Dispens吸液/排液高度,svg-slide-r41-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1067,界面控件,R41_通道移液面板,svg-slide-r41-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
1068,界面控件,R41_移液孔位,svg-slide-r41-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1069,界面控件,R41_移液液量,svg-slide-r41-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1070,界面控件,R41_控制针,svg-slide-r41-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1071,界面控件,R42_条码ROI面板,svg-slide-r42-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
1072,界面控件,R42_ROI Left,svg-slide-r42-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1073,界面控件,R42_ROI Top,svg-slide-r42-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1074,界面控件,R42_ROI Width,svg-slide-r42-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1075,界面控件,R42_ROI Height,svg-slide-r42-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1076,界面控件,R42_孔位Z参数面板,svg-slide-r42-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
1077,界面控件,R42_液体类型,svg-slide-r42-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1078,界面控件,R42_Z-Travel安全移动高度,svg-slide-r42-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1079,界面控件,R42_Z-Start探液高度,svg-slide-r42-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1080,界面控件,R42_Z-End针尖最大下降深度,svg-slide-r42-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1081,界面控件,R42_Z-Dispens吸液/排液高度,svg-slide-r42-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1082,界面控件,R42_通道移液面板,svg-slide-r42-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
1083,界面控件,R42_移液孔位,svg-slide-r42-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1084,界面控件,R42_移液液量,svg-slide-r42-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1085,界面控件,R42_控制针,svg-slide-r42-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1086,界面控件,R43_条码ROI面板,svg-slide-r43-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
1087,界面控件,R43_ROI Left,svg-slide-r43-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1088,界面控件,R43_ROI Top,svg-slide-r43-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1089,界面控件,R43_ROI Width,svg-slide-r43-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1090,界面控件,R43_ROI Height,svg-slide-r43-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1091,界面控件,R43_孔位Z参数面板,svg-slide-r43-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
1092,界面控件,R43_液体类型,svg-slide-r43-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1093,界面控件,R43_Z-Travel安全移动高度,svg-slide-r43-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1094,界面控件,R43_Z-Start探液高度,svg-slide-r43-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1095,界面控件,R43_Z-End针尖最大下降深度,svg-slide-r43-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1096,界面控件,R43_Z-Dispens吸液/排液高度,svg-slide-r43-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1097,界面控件,R43_通道移液面板,svg-slide-r43-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
1098,界面控件,R43_移液孔位,svg-slide-r43-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1099,界面控件,R43_移液液量,svg-slide-r43-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1100,界面控件,R43_控制针,svg-slide-r43-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1101,界面控件,R44_条码ROI面板,svg-slide-r44-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
1102,界面控件,R44_ROI Left,svg-slide-r44-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1103,界面控件,R44_ROI Top,svg-slide-r44-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1104,界面控件,R44_ROI Width,svg-slide-r44-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1105,界面控件,R44_ROI Height,svg-slide-r44-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1106,界面控件,R44_孔位Z参数面板,svg-slide-r44-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
1107,界面控件,R44_液体类型,svg-slide-r44-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1108,界面控件,R44_Z-Travel安全移动高度,svg-slide-r44-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1109,界面控件,R44_Z-Start探液高度,svg-slide-r44-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1110,界面控件,R44_Z-End针尖最大下降深度,svg-slide-r44-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1111,界面控件,R44_Z-Dispens吸液/排液高度,svg-slide-r44-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1112,界面控件,R44_通道移液面板,svg-slide-r44-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
1113,界面控件,R44_移液孔位,svg-slide-r44-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1114,界面控件,R44_移液液量,svg-slide-r44-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1115,界面控件,R44_控制针,svg-slide-r44-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1116,界面控件,机械臂相机_样本扫码器_COM设置面板,svg-arm-camera-follow-scanner-com-card,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；COM设置面板。
1117,界面控件,机械臂相机_样本扫码器_ROI设置面板,svg-arm-camera-follow-scanner-roi-card,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；ROI设置面板。
1118,界面控件,机械臂相机_样本扫码器_校验光初始化面板,svg-arm-camera-follow-scanner-light-card,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；校验光初始化面板。
1119,界面控件,机械臂相机_样本扫码器_COM口,svg-arm-camera-follow-com,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；COM口。
1120,界面控件,机械臂相机_样本扫码器_波特率,svg-arm-camera-follow-baud,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；波特率。
1121,界面控件,机械臂相机_样本扫码器_ROI Left,svg-arm-camera-follow-roi-left,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；ROI Left。
1122,界面控件,机械臂相机_样本扫码器_ROI Top,svg-arm-camera-follow-roi-top,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；ROI Top。
1123,界面控件,机械臂相机_样本扫码器_ROI Width,svg-arm-camera-follow-roi-width,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；ROI Width。
1124,界面控件,机械臂相机_样本扫码器_ROI Height,svg-arm-camera-follow-roi-height,,,,,html-control,,,,点击机械臂随动相机后在状态详情页显示；ROI Height。
1125,界面控件,试剂扫码器_COM设置面板,svg-camera-reagent-scanner-scanner-com-card,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；COM设置面板。
1126,界面控件,试剂扫码器_ROI设置面板,svg-camera-reagent-scanner-scanner-roi-card,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；ROI设置面板。
1127,界面控件,试剂扫码器_校验光初始化面板,svg-camera-reagent-scanner-scanner-light-card,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；校验光初始化面板。
1128,界面控件,试剂扫码器_COM口,svg-camera-reagent-scanner-com,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；COM口。
1129,界面控件,试剂扫码器_波特率,svg-camera-reagent-scanner-baud,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；波特率。
1130,界面控件,试剂扫码器_ROI Left,svg-camera-reagent-scanner-roi-left,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；ROI Left。
1131,界面控件,试剂扫码器_ROI Top,svg-camera-reagent-scanner-roi-top,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；ROI Top。
1132,界面控件,试剂扫码器_ROI Width,svg-camera-reagent-scanner-roi-width,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；ROI Width。
1133,界面控件,试剂扫码器_ROI Height,svg-camera-reagent-scanner-roi-height,,,,,html-control,,,,点击试剂扫码器摄像头后在状态详情页显示；ROI Height。
1134,界面控件,针头_Z1_双针机械臂设置面板,svg-arm-needle-z1-arm-card,,,,,html-control,,,,点击针头_Z1后在状态详情页显示；双针机械臂设置面板。
1135,界面控件,针头_Z1_针头移液测试面板,svg-arm-needle-z1-pipette-card,,,,,html-control,,,,点击针头_Z1后在状态详情页显示；针头移液测试面板。
1136,界面控件,针头_Z1_针间距,svg-arm-needle-z1-gap,,,,,html-control,,,,点击针头_Z1后在状态详情页显示；针间距。
1137,界面控件,针头_Z1_Z安全高度,svg-arm-needle-z1-safe-z,,,,,html-control,,,,点击针头_Z1后在状态详情页显示；Z安全高度。
1138,界面控件,针头_Z1_目标孔位,svg-arm-needle-z1-pipette-well,,,,,html-control,,,,点击针头_Z1后在状态详情页显示；目标孔位。
1139,界面控件,针头_Z1_液量,svg-arm-needle-z1-pipette-volume,,,,,html-control,,,,点击针头_Z1后在状态详情页显示；液量。
1140,界面控件,针头_Z2_双针机械臂设置面板,svg-arm-needle-z2-arm-card,,,,,html-control,,,,点击针头_Z2后在状态详情页显示；双针机械臂设置面板。
1141,界面控件,针头_Z2_针头移液测试面板,svg-arm-needle-z2-pipette-card,,,,,html-control,,,,点击针头_Z2后在状态详情页显示；针头移液测试面板。
1142,界面控件,针头_Z2_针间距,svg-arm-needle-z2-gap,,,,,html-control,,,,点击针头_Z2后在状态详情页显示；针间距。
1143,界面控件,针头_Z2_Z安全高度,svg-arm-needle-z2-safe-z,,,,,html-control,,,,点击针头_Z2后在状态详情页显示；Z安全高度。
1144,界面控件,针头_Z2_目标孔位,svg-arm-needle-z2-pipette-well,,,,,html-control,,,,点击针头_Z2后在状态详情页显示；目标孔位。
1145,界面控件,针头_Z2_液量,svg-arm-needle-z2-pipette-volume,,,,,html-control,,,,点击针头_Z2后在状态详情页显示；液量。
1146,界面控件,配置文件_摘要按钮,configProfileSummary,,,,,html-control,,,,配置/流程页顶部当前配置摘要；点击展开配置文件选择与新建。
1147,界面控件,当前配置_摘要条,configCurrentProfileBar,,,,,html-control,,,,配置/流程页顶部常驻摘要条；显示当前配置名称和元信息。
1148,界面控件,当前配置_名称,configCurrentProfileName,,,,,html-control,,,,配置/流程页顶部常驻字段；显示当前配置名称。
1149,界面控件,当前配置_元信息,configCurrentProfileMeta,,,,,html-control,,,,配置/流程页顶部常驻字段；显示染色类型、流程步数、控温状态。
1150,界面控件,配置文件_编辑面板,configProfileEditorPanel,,,,,html-control,,,,配置文件抽屉内部编辑区；维护配置名称、染色类型、说明。
1151,界面控件,配置文件_表单网格,configProfileFormGrid,,,,,html-control,,,,配置文件抽屉内部表单网格；压缩占用面积。
1152,界面控件,配置文件_操作按钮组,configProfileActions,,,,,html-control,,,,配置文件抽屉内部操作区；新建、复制、保存、删除、导入导出。
1153,界面控件,配置文件_导入文件控件,configImportInput,,,,,html-control,,,,配置文件抽屉内部隐藏文件输入；用于导入 JSON。
1154,界面控件,配置文件_列表面板,configProfilePickerPanel,,,,,html-control,,,,配置文件抽屉内部配置列表面板；用于选择已有配置。
1155,界面控件,配置文件_列表,configProfileFileList,,,,,html-control,,,,配置文件抽屉内部配置卡片列表；选择后抽屉收起并回到流程编辑。
1156,界面控件,流程编辑_布局容器,configEditLayout,,,,,html-control,,,,流程编辑主工作台布局容器；三栏：操作库、流程砖块时间线、当前步骤编辑器。
1157,界面控件,流程编辑_操作库列,configOpColumn,,,,,html-control,,,,流程编辑主工作台左栏；只放操作库，不再塞配置列表。
1158,界面控件,流程编辑_时间线列,configFlowColumn,,,,,html-control,,,,流程编辑主工作台中栏；主视觉区域，显示并编辑流程砖块。
1159,界面控件,流程编辑_步骤编辑列,configStepColumn,,,,,html-control,,,,流程编辑主工作台右栏；编辑当前选中步骤。
1160,界面控件,通道1_设置默认配置按钮,statusChannel1SetDefaultConfigBtn,,,,,html-control,,,,点击通道对象后的状态详情页按钮；将当前选择的配置文件保存为该通道默认配置。
